2022-09-01 16:42:19.8481||DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting starting |url: |action:  
2022-09-01 16:42:20.0386||DEBUG|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory|Opening CNG algorithm 'AES' from provider '(null)' with chaining mode CBC. |url: |action:  

2022-09-01 16:42:20.0386||DEBUG|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory|Opening CNG algorithm 'SHA256' from provider '(null)' with HMAC. |url: |action:  

2022-09-01 16:42:20.0386||DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|Using key {21a37c05-90c3-4c5a-931d-94c3fc2ea663} as the default key. |url: |action:  

2022-09-01 16:42:20.0386||DEBUG|Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService|Key ring with default key {21a37c05-90c3-4c5a-931d-94c3fc2ea663} was loaded during application startup. |url: |action:  

2022-09-01 16:42:20.8303||DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly ScoreManager.WebApp |url: |action:  

2022-09-01 16:42:20.8303||DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation |url: |action:  

2022-09-01 16:42:20.8303||DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh |url: |action:  

2022-09-01 16:42:20.8303||DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net |url: |action:  

2022-09-01 16:42:20.8495||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action:  

2022-09-01 16:42:20.8495||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action:  

2022-09-01 16:42:20.8495||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\25171\Desktop\ScoreManager\ScoreManager.WebApp |url: |action:  

2022-09-01 16:42:20.8495||DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting started |url: |action:  

2022-09-01 16:42:20.8682||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/1.1 GET http://localhost:16671/ - - |url: http://localhost/|action:  

2022-09-01 16:42:20.8943||DEBUG|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|Wildcard detected, all requests with hosts will be allowed. |url: http://localhost/|action:  

2022-09-01 16:42:20.8943||DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path / does not match a supported file type |url: http://localhost/|action:  

2022-09-01 16:42:20.9439||DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|1 candidate(s) found for the request path '/' |url: http://localhost/|action:  

2022-09-01 16:42:20.9439||DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'ScoreManager.Controllers.HomeController.Index (ScoreManager.WebApp)' with route pattern '{controller=Home}/{action=Index}/{id?}' is valid for the request path '/' |url: http://localhost/|action:  

2022-09-01 16:42:20.9439||DEBUG|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'ScoreManager.Controllers.HomeController.Index (ScoreManager.WebApp)' |url: http://localhost/|action: Index 

2022-09-01 16:42:20.9615||DEBUG|Microsoft.AspNetCore.Authentication.Cookies.CookieAuthenticationHandler|AuthenticationScheme: Cookies was not authenticated. |url: http://localhost/|action: Index 

2022-09-01 16:42:20.9615||INFO|Microsoft.AspNetCore.Authorization.DefaultAuthorizationService|Authorization failed. These requirements were not met:
DenyAnonymousAuthorizationRequirement: Requires an authenticated user. |url: http://localhost/|action: Index 

2022-09-01 16:42:20.9992||INFO|Microsoft.AspNetCore.Authentication.Cookies.CookieAuthenticationHandler|AuthenticationScheme: Cookies was challenged. |url: http://localhost/|action: Index 

2022-09-01 16:42:21.0218||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/1.1 GET http://localhost:16671/Account/Login?ReturnUrl=%2F - - |url: http://localhost/Account/Login|action:  

2022-09-01 16:42:21.0218||DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /Account/Login does not match a supported file type |url: http://localhost/Account/Login|action:  

2022-09-01 16:42:21.0218||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/1.1 GET http://localhost:16671/ - - - 302 - - 157.8640ms |url: http://localhost/|action: Index 

2022-09-01 16:42:21.0218||DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|1 candidate(s) found for the request path '/Account/Login' |url: http://localhost/Account/Login|action:  

2022-09-01 16:42:21.0218||DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'ScoreManager.WebApp.Controllers.AccountController.Login (ScoreManager.WebApp)' with route pattern '{controller=Home}/{action=Index}/{id?}' is valid for the request path '/Account/Login' |url: http://localhost/Account/Login|action:  

2022-09-01 16:42:21.0339||DEBUG|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'ScoreManager.WebApp.Controllers.AccountController.Login (ScoreManager.WebApp)' |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0339||DEBUG|Microsoft.AspNetCore.Authentication.Cookies.CookieAuthenticationHandler|AuthenticationScheme: Cookies was not authenticated. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0339||INFO|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executing endpoint 'ScoreManager.WebApp.Controllers.AccountController.Login (ScoreManager.WebApp)' |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0554||DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory|Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DateTimeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinderProvider |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0893||INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Route matched with {action = "Login", controller = "Account"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Login() on controller ScoreManager.WebApp.Controllers.AccountController (ScoreManager.WebApp). |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0893||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of authorization filters (in the following order): None |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0893||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of resource filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Filters.SaveTempDataFilter |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0893||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.Filters.ControllerActionFilter (Order: -2147483648), Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000) |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0893||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of exception filters (in the following order): None |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0893||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Filters.SaveTempDataFilter |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.0893||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing controller factory for controller ScoreManager.WebApp.Controllers.AccountController (ScoreManager.WebApp) |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1334||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed controller factory for controller ScoreManager.WebApp.Controllers.AccountController (ScoreManager.WebApp) |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache miss for view 'Login' in controller 'Account'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Account/Login.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Account/Regist.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Appeal/AppealList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Appeal/MyAppeal.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Appeal/WriteAppeal.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ClassExamin/ClassExaminDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ClassExamin/ClassExaminList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Class/AddClass.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Class/ClassList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Class/EditClass.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Class/SetStudents.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/AddPaper.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/EditPaper.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/EditPaperQuestions.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/ExaminPaperList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/ExaminPaperListDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/AddExam.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/CheckPaper.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/EnterExam.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/ExamList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/ExamListDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/MarkPaper.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/MarkPaperList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/MyExamList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/MyExamScore.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Home/Error.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Home/Index.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Shared/Error.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Shared/_Layout.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Shared/_ValidationScriptsPartial.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Student/AddStudent.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Student/EditStudent.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Student/StudentList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Student/StudentListDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Subject/AddSubject.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Subject/EditTeacher.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Subject/SubjectList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/ActionList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/AddAction.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/AddRole.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/AddTeacher.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/EditRole.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1472||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/EditTeacher.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1586||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/RoleList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1586||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/TeacherList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1586||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/TeacherListDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1586||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/_ViewImports.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.1586||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/_ViewStart.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.2002||INFO|Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor|Executing ViewResult, running view Login. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.2002||DEBUG|Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor|The view path '/Views/Account/Login.cshtml' was found in 55.065ms. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.2554||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache miss for view '_Layout' in controller 'Account'. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.4114||INFO|Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor|Executed ViewResult - view Login executed in 266.155ms. |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.4114||INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed action ScoreManager.WebApp.Controllers.AccountController.Login (ScoreManager.WebApp) in 323.7203ms |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.4114||INFO|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executed endpoint 'ScoreManager.WebApp.Controllers.AccountController.Login (ScoreManager.WebApp)' |url: http://localhost/Account/Login|action: Login 

2022-09-01 16:42:21.5071||DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup is scheduled to include browser refresh script injection. |url: http://localhost/Account/Login|action: Login 

