2022-09-02 11:48:17.8090||DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting starting |url: |action:  
2022-09-02 11:48:18.8598||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of resource filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Filters.SaveTempDataFilter |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.8598||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.Filters.ControllerActionFilter (Order: -2147483648), Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000) |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.8598||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of exception filters (in the following order): None |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.8598||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Filters.SaveTempDataFilter |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.8598||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing controller factory for controller ScoreManager.WebApp.Controllers.AccountController (ScoreManager.WebApp) |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.8916||DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed controller factory for controller ScoreManager.WebApp.Controllers.AccountController (ScoreManager.WebApp) |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache miss for view 'Login' in controller 'Account'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Account/Login.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Account/Regist.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Appeal/AppealList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Appeal/MyAppeal.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Appeal/WriteAppeal.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ClassExamin/ClassExaminDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ClassExamin/ClassExaminList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Class/AddClass.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Class/ClassList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Class/EditClass.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Class/SetStudents.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/AddPaper.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/EditPaper.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/EditPaperQuestions.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/ExaminPaperList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/ExaminPaper/ExaminPaperListDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/AddExam.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/CheckPaper.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/EnterExam.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/ExamList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/ExamListDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/MarkPaper.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/MarkPaperList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/MyExamList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Exam/MyExamScore.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Home/Error.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Home/Index.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Shared/Error.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Shared/_Layout.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Shared/_ValidationScriptsPartial.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Student/AddStudent.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Student/EditStudent.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Student/StudentList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Student/StudentListDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Subject/AddSubject.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Subject/EditTeacher.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Subject/SubjectList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/ActionList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/AddAction.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/AddRole.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/AddTeacher.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/EditRole.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/EditTeacher.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/RoleList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/TeacherList.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/Teacher/TeacherListDetail.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/_ViewImports.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9049||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.RuntimeViewCompiler|Initializing Razor view compiler with compiled view: '/Views/_ViewStart.cshtml'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9413||INFO|Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor|Executing ViewResult, running view Login. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9413||DEBUG|Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor|The view path '/Views/Account/Login.cshtml' was found in 38.8951ms. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9756||DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache miss for view '_Layout' in controller 'Account'. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:18.9922||DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup is scheduled to include browser refresh script injection. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:19.0000||INFO|Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor|Executed ViewResult - view Login executed in 97.5603ms. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:19.0000||INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed action ScoreManager.WebApp.Controllers.AccountController.Login (ScoreManager.WebApp) in 139.2545ms |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:19.0000||INFO|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executed endpoint 'ScoreManager.WebApp.Controllers.AccountController.Login (ScoreManager.WebApp)' |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:19.0000||DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup was updated to include browser refresh script injection. |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:19.0121||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/1.1 GET http://localhost:16671/_framework/aspnetcore-browser-refresh.js - - |url: http://localhost/_framework/aspnetcore-browser-refresh.js|action:  

2022-09-02 11:48:19.0121||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/1.1 GET http://localhost:16671/resource/css/index.css - - |url: http://localhost/resource/css/index.css|action:  

2022-09-02 11:48:19.0121||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/1.1 GET http://localhost:16671/_framework/aspnetcore-browser-refresh.js - - - 200 12008 application/javascript;+charset=utf-8 11.0821ms |url: http://localhost/_framework/aspnetcore-browser-refresh.js|action:  

2022-09-02 11:48:19.0371||INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The file /resource/css/index.css was not modified |url: http://localhost/resource/css/index.css|action:  

2022-09-02 11:48:19.0371||DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Handled. Status code: 304 File: /resource/css/index.css |url: http://localhost/resource/css/index.css|action:  

2022-09-02 11:48:19.0371||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/1.1 GET http://localhost:16671/resource/css/index.css - - - 304 - text/css 26.2795ms |url: http://localhost/resource/css/index.css|action:  

2022-09-02 11:48:19.1807||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/1.1 GET http://localhost:16671/Account/Login?ReturnUrl=%2F - - - 200 - text/html;+charset=utf-8 376.1929ms |url: http://localhost/Account/Login|action: Login 

2022-09-02 11:48:23.7999||INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/1.1 POST http://localhost:16671/Account/Login application/x-www-form-urlencoded;+charset=UTF-8 29 |url: http://localhost/Account/Login|action:  

